therapist_consistency_id,therapist_id,therapist_name,outlet_id,outlet_name,market_context,period_type,period_start,period_end,rolling_window_weeks,therapist_role,employment_type,active_flag,hours_available,hours_sold,utilization_percent,revenue_eur,yield_eur_per_sold_hour,revpath_proxy_eur_per_available_hour,avg_ticket_eur,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_impact_rate_percent,complaint_rate_percent,service_recovery_rate_percent,schedule_adherence_percent,attendance_reliability_percent,performance_level_score,utilization_stability_score,yield_stability_score,guest_quality_stability_score,commercial_consistency_score,attendance_consistency_score,variance_penalty_score,market_fairness_modifier_score,therapist_consistency_score_0_100,therapist_consistency_band,consistency_primary_gap,consistency_secondary_gap,consistency_variance_flag,coach_priority_flag,burnout_risk_flag,score_confidence_level,observed_weeks_count,observed_months_count,minimum_sample_rule_applied,data_coverage_flag,source_dependency_status,qa_status,audit_note,status
TCS_00001,TH_001,Therapist A,MLT_OUTLET_001,Valletta,Malta,monthly,2017-01-01,2017-01-31,12,therapist,full_time,yes,148.08,101.25,68.38,6077.03,60.02,41.04,63.02,39.95,23.24,8.96,3.49,3.97,31.57,86.78,91.12,54.418499999999995,89.46000000000001,99.5,92.06,31.595,88.95,5.209999999999997,0,72.06,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00097,TH_001,Therapist A,MLT_OUTLET_001,Valletta,Malta,monthly,2025-01-01,2025-01-31,12,therapist,full_time,yes,154.96,107.49,69.37,6737.47,62.68,43.48,65.81,55.57,15.28,10.88,2.19,3.54,31.1,90.42,85.31,56.845,88.47,97.84,92.92,35.425,87.86500000000001,6.184,0,72.62,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00098,TH_001,Therapist A,MLT_OUTLET_001,Valletta,Malta,monthly,2025-02-01,2025-02-28,12,therapist,full_time,yes,138.69,89.96,64.86,5994.03,66.63,43.22,69.96,51.22,15.4,16.58,4.93,2.44,22.53,86.06,88.27,56.01449999999999,92.98,93.89000000000001,95.12,33.31,87.16499999999999,5.739999999999993,0,72.41,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00099,TH_001,Therapist A,MLT_OUTLET_001,Valletta,Malta,monthly,2025-03-01,2025-03-31,12,therapist,full_time,yes,144.05,77.52,53.81,5166.71,66.65,35.87,69.98,38.53,26.84,11.06,4.03,3.25,30.38,82.12,95.73,51.966499999999996,95.97,93.87,93.5,32.685,88.92500000000001,4.713999999999999,0,71.68,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00100,TH_001,Therapist A,MLT_OUTLET_001,Valletta,Malta,monthly,2025-04-01,2025-04-30,12,therapist,full_time,yes,154.4,85.42,55.32,5329.35,62.39,34.52,65.51,47.74,22.89,17.26,3.54,1.46,13.44,91.25,96.49,51.793,97.47999999999999,98.13,97.08,35.315,93.87,2.048000000000006,0,74.38,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00101,TH_001,Therapist A,MLT_OUTLET_001,Valletta,Malta,monthly,2025-05-01,2025-05-31,12,therapist,full_time,yes,148.1,96.54,65.19,6012.51,62.28,40.6,65.39,44.68,15.35,17.71,5.25,2.82,25.92,81.5,96.99,53.61899999999999,92.65,98.24000000000001,94.36,30.015,89.245,4.207999999999994,0,72.38,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00102,TH_001,Therapist A,MLT_OUTLET_001,Valletta,Malta,monthly,2025-06-01,2025-06-30,12,therapist,full_time,yes,139.6,82.38,59.01,5367.88,65.16,38.45,68.42,40.13,21.36,12.43,2.86,1.87,14.79,84.8,96.57,52.68299999999999,98.83000000000001,95.36000000000001,96.26,30.745,90.685,2.6979999999999897,0,73.33,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00103,TH_001,Therapist A,MLT_OUTLET_001,Valletta,Malta,monthly,2025-07-01,2025-07-31,12,therapist,full_time,yes,150.87,96.67,64.08,6339.62,65.58,42.02,68.86,53.08,15.48,11.94,5.1,1.16,9.59,94.48,91.83,55.665000000000006,93.76,94.94,97.68,34.28,93.155,4.752,0,74.01,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00104,TH_001,Therapist A,MLT_OUTLET_001,Valletta,Malta,monthly,2025-08-01,2025-08-31,12,therapist,full_time,yes,139.78,91.52,65.47,5538.79,60.52,39.63,63.55,41.71,20.42,12.63,3.63,2.11,18.12,87.41,93.27,53.416,92.37,100.0,95.78,31.065,90.34,3.4739999999999984,0,73.09,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00105,TH_001,Therapist A,MLT_OUTLET_001,Valletta,Malta,monthly,2025-09-01,2025-09-30,12,therapist,full_time,yes,145.28,84.79,58.36,5488.46,64.73,37.78,67.97,47.81,24.4,13.61,5.21,3.01,23.91,87.09,90.38,53.913,99.48,95.78999999999999,93.98,36.105000000000004,88.735,2.4940000000000015,0,73.98,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00106,TH_001,Therapist A,MLT_OUTLET_001,Valletta,Malta,monthly,2025-10-01,2025-10-31,12,therapist,full_time,yes,147.26,93.14,63.25,5611.69,60.25,38.11,63.26,46.74,22.79,17.67,5.51,1.17,9.33,84.49,90.59,53.6545,94.59,99.72999999999999,97.66,34.765,87.53999999999999,2.506000000000003,0,73.8,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00107,TH_001,Therapist A,MLT_OUTLET_001,Valletta,Malta,monthly,2025-11-01,2025-11-30,12,therapist,full_time,yes,156.6,84.91,54.22,5264.42,62.0,33.62,65.1,56.88,25.71,15.82,5.46,2.55,21.39,91.99,85.57,53.065499999999986,96.38,98.52000000000001,94.9,41.295,88.78,2.549999999999998,0,74.23,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00108,TH_001,Therapist A,MLT_OUTLET_001,Valletta,Malta,monthly,2025-12-01,2025-12-31,12,therapist,full_time,yes,145.47,97.48,67.01,6198.75,63.59,42.61,66.77,39.21,18.57,10.29,5.55,2.52,22.18,90.36,91.28,54.377,90.83,96.93,94.96,28.89,90.82,5.399999999999999,0,72.12,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00109,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2017-01-01,2017-01-31,12,therapist,full_time,yes,156.12,91.92,58.88,5699.04,62.0,36.5,65.1,57.54,27.94,14.69,5.73,3.88,36.09,86.47,95.17,55.13,98.96000000000001,98.52000000000001,92.24,42.74,90.82,1.783999999999993,0,75.68,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00110,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2017-02-01,2017-02-28,12,therapist,full_time,yes,157.94,89.0,56.35,5027.61,56.49,31.83,59.31,44.68,24.97,10.33,3.91,3.96,34.91,89.05,91.85,49.9415,98.50999999999999,95.97,92.08,34.825,90.44999999999999,3.0000000000000044,0,72.31,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00111,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2017-03-01,2017-03-31,12,therapist,full_time,yes,156.87,93.1,59.35,5703.31,61.26,36.36,64.32,43.27,17.73,17.26,4.77,2.28,19.63,90.74,90.07,51.363499999999995,98.49000000000001,99.26,95.44,30.5,90.405,1.3559999999999943,0,73.52,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00112,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2017-04-01,2017-04-30,12,therapist,full_time,yes,140.89,80.55,57.17,4718.62,58.58,33.49,61.51,48.77,23.25,17.57,4.61,3.03,23.15,94.14,91.23,51.31549999999999,99.33,98.06,93.94,36.010000000000005,92.685,1.65,0,74.14,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00113,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2017-05-01,2017-05-31,12,therapist,full_time,yes,141.2,83.75,59.31,4870.9,58.16,34.5,61.07,53.98,22.06,16.82,5.89,3.14,25.51,82.36,89.13,52.52049999999999,98.53,97.63999999999999,93.72,38.019999999999996,85.745,2.160000000000005,0,73.41,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00114,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2017-06-01,2017-06-30,12,therapist,full_time,yes,144.41,91.43,63.31,5696.09,62.3,39.44,65.42,53.48,21.81,12.43,4.16,1.76,16.38,87.41,90.54,55.25699999999999,94.53,98.22,96.48,37.644999999999996,88.975,3.2520000000000002,0,74.36,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00115,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2017-07-01,2017-07-31,12,therapist,full_time,yes,156.11,95.3,61.05,5916.22,62.08,37.9,65.18,43.69,16.06,16.26,5.99,3.49,26.7,89.25,84.76,52.05799999999999,96.79,98.44,93.02,29.875,87.005,2.6059999999999985,0,72.32,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00116,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2017-08-01,2017-08-31,12,therapist,full_time,yes,150.96,81.74,54.15,5053.98,61.83,33.48,64.92,47.03,26.68,10.99,3.55,2.89,23.88,95.15,86.62,51.649499999999996,96.31,98.69,94.22,36.855000000000004,90.885,2.5780000000000003,0,73.55,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00117,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2017-09-01,2017-09-30,12,therapist,full_time,yes,156.58,80.81,51.61,4724.15,58.46,30.17,61.38,51.98,20.29,8.59,4.82,2.99,27.91,88.05,84.15,49.364999999999995,93.77,97.94,94.02,36.135,86.1,3.9140000000000024,0,71.18,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00118,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2017-10-01,2017-10-31,12,therapist,full_time,yes,140.66,83.69,59.5,5064.92,60.52,36.01,63.55,39.42,15.29,12.64,5.16,3.12,25.47,82.57,94.88,50.2135,98.34,100.0,93.76,27.355,88.725,1.287999999999999,0,72.49,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00119,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2017-11-01,2017-11-30,12,therapist,full_time,yes,150.38,99.12,65.91,5639.93,56.9,37.5,59.75,47.99,23.12,9.38,2.17,1.37,12.49,80.22,88.22,53.64999999999999,91.93,96.38,97.26,35.555,84.22,4.949999999999999,0,71.95,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00120,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2017-12-01,2017-12-31,12,therapist,full_time,yes,161.94,81.7,50.45,4772.91,58.42,29.47,61.34,38.51,16.74,11.23,3.57,2.64,21.09,95.04,89.15,46.392,92.61,97.9,94.72,27.625,92.095,4.323999999999998,0,70.0,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00121,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2018-01-01,2018-01-31,12,therapist,full_time,yes,138.0,89.39,64.78,5000.48,55.94,36.24,58.74,57.28,16.7,14.05,6.0,3.49,26.41,82.22,89.51,53.349,93.06,95.41999999999999,93.02,36.99,85.86500000000001,5.3060000000000045,0,71.76,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00122,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2018-02-01,2018-02-28,12,therapist,full_time,yes,154.55,78.47,50.77,4475.93,57.04,28.96,59.89,41.2,26.8,9.8,2.16,2.37,18.32,89.4,88.5,47.933499999999995,92.93,96.52,95.26,34.0,88.95,4.693999999999999,0,70.52,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00123,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2018-03-01,2018-03-31,12,therapist,full_time,yes,155.96,93.09,59.69,5393.63,57.94,34.58,60.84,41.43,22.71,15.79,3.25,3.2,30.3,80.41,86.79,50.79149999999999,98.15,97.41999999999999,93.6,32.07,83.6,2.412000000000003,0,71.74,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00124,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2018-04-01,2018-04-30,12,therapist,full_time,yes,138.32,75.57,54.63,4216.81,55.8,30.49,58.59,44.33,20.28,17.21,2.32,3.58,30.56,92.43,89.14,48.342,96.78999999999999,95.28,92.84,32.305,90.785,3.8880000000000035,0,71.08,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00125,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2018-05-01,2018-05-31,12,therapist,full_time,yes,138.94,91.12,65.58,5098.16,55.95,36.69,58.75,49.95,26.41,8.8,4.22,3.32,26.77,93.19,96.82,53.9895,92.26,95.43,93.36,38.18,95.005,5.587999999999996,0,73.34,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00126,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2018-06-01,2018-06-30,12,therapist,full_time,yes,154.79,95.15,61.47,5738.5,60.31,37.07,63.33,55.09,16.14,9.08,4.56,4.03,37.8,95.26,90.06,53.3075,96.37,99.78999999999999,91.94,35.615,92.66,2.3420000000000014,0,74.27,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00127,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2018-07-01,2018-07-31,12,therapist,full_time,yes,159.67,103.72,64.96,6401.6,61.72,40.09,64.81,54.4,24.03,8.24,2.53,1.5,14.01,82.15,84.31,56.10249999999999,92.88000000000001,98.80000000000001,97.0,39.215,83.23,3.627999999999992,0,73.77,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00128,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2018-08-01,2018-08-31,12,therapist,full_time,yes,153.93,84.26,54.74,5137.33,60.97,33.37,64.02,47.77,16.85,16.85,3.35,2.65,24.2,91.18,87.78,50.1915,96.9,99.55000000000001,94.7,32.31,89.48,1.9499999999999933,0,72.77,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00129,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2018-09-01,2018-09-30,12,therapist,full_time,yes,141.76,93.72,66.11,5235.2,55.86,36.93,58.65,48.68,26.91,17.46,2.93,1.28,10.81,82.3,93.42,54.02799999999999,91.73,95.34,97.44,37.795,87.86,5.427999999999997,0,72.59,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00130,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2018-10-01,2018-10-31,12,therapist,full_time,yes,157.11,92.66,58.98,5252.9,56.69,33.43,59.52,47.74,26.98,14.17,4.89,1.92,16.42,85.38,86.45,51.692499999999995,98.86000000000001,96.16999999999999,96.16,37.36,85.91499999999999,2.372,0,73.11,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00131,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2018-11-01,2018-11-30,12,therapist,full_time,yes,144.73,84.91,58.67,5126.02,60.37,35.42,63.39,52.69,17.14,15.5,4.69,3.09,25.54,80.19,84.77,52.13849999999999,99.17,99.85,93.82,34.915,82.47999999999999,1.0100000000000016,0,73.14,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00132,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2018-12-01,2018-12-31,12,therapist,full_time,yes,141.51,70.98,50.16,4009.66,56.49,28.33,59.31,57.15,24.46,13.28,5.77,2.0,17.34,89.91,93.43,49.568999999999996,92.32,95.97,96.0,40.805,91.67,5.084000000000003,0,72.01,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00133,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-01-01,2019-01-31,12,therapist,full_time,yes,141.44,79.65,56.31,4428.54,55.6,31.31,58.38,42.33,15.97,11.88,5.37,3.12,26.58,86.05,94.81,47.9135,98.47,95.08,93.76,29.15,90.43,3.2040000000000015,0,71.02,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00134,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-02-01,2019-02-28,12,therapist,full_time,yes,143.69,93.64,65.17,5220.43,55.75,36.33,58.54,51.78,23.08,12.41,2.96,3.66,34.34,86.89,95.35,53.551,92.67,95.22999999999999,92.68,37.43,91.12,5.572000000000004,0,72.49,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00135,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-03-01,2019-03-31,12,therapist,full_time,yes,145.39,81.45,56.02,4520.48,55.5,31.09,58.28,56.86,19.28,12.04,5.63,1.68,14.26,88.43,91.36,50.452999999999996,98.18,94.97999999999999,96.64,38.07,89.89500000000001,3.0720000000000014,0,72.97,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00136,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-04-01,2019-04-30,12,therapist,full_time,yes,160.04,94.35,58.95,5393.99,57.17,33.7,60.03,38.62,19.37,13.73,2.17,3.5,26.45,89.76,90.8,49.34049999999999,98.89,96.65,93.0,28.994999999999997,90.28,2.4839999999999978,0,71.84,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00137,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-05-01,2019-05-31,12,therapist,full_time,yes,156.74,91.39,58.31,5298.79,57.98,33.81,60.88,57.31,17.08,13.41,3.28,1.42,12.51,88.44,91.18,51.85999999999999,99.53,97.46,97.16,37.195,89.81,1.488000000000002,0,74.31,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00138,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-06-01,2019-06-30,12,therapist,full_time,yes,153.23,95.86,62.56,5369.12,56.01,35.04,58.81,43.95,23.45,9.37,4.71,3.69,33.39,80.94,88.35,51.6095,95.28,95.49,92.62,33.7,84.645,4.4300000000000015,0,71.12,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00139,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-07-01,2019-07-31,12,therapist,full_time,yes,153.47,98.66,64.29,5957.09,60.38,38.82,63.4,48.39,27.74,14.95,4.41,2.04,15.32,86.54,95.73,55.054,93.55,99.86,95.92,38.065,91.135,3.0440000000000014,0,74.74,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00140,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-08-01,2019-08-31,12,therapist,full_time,yes,142.72,73.18,51.28,4216.63,57.62,29.54,60.5,54.52,23.47,9.69,5.16,2.24,20.64,88.07,90.67,49.81349999999999,93.44,97.1,95.52,38.995000000000005,89.37,4.232000000000004,0,72.03,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00141,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-09-01,2019-09-30,12,therapist,full_time,yes,145.64,74.29,51.01,4272.42,57.51,29.34,60.39,52.31,23.55,9.88,2.45,2.25,20.65,90.57,92.79,49.361,93.16999999999999,96.99,95.5,37.93,91.68,4.386000000000007,0,72.02,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00142,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-10-01,2019-10-31,12,therapist,full_time,yes,161.48,85.45,52.92,5079.15,59.44,31.45,62.41,38.11,24.27,12.14,2.77,1.48,11.25,92.04,94.54,48.68299999999999,95.08,98.91999999999999,97.04,31.189999999999998,93.29,2.6960000000000055,0,72.42,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00143,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-11-01,2019-11-30,12,therapist,full_time,yes,146.02,87.76,60.1,5350.73,60.97,36.64,64.02,48.92,22.55,16.0,4.12,3.79,30.22,89.78,90.71,53.095,97.74000000000001,99.55000000000001,92.42,35.735,90.245,1.8419999999999919,0,74.16,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00144,TH_002,Therapist B,MLT_OUTLET_001,Valletta,Malta,monthly,2019-12-01,2019-12-31,12,therapist,full_time,yes,144.34,74.46,51.59,4553.97,61.16,31.55,64.22,46.24,19.52,17.81,5.71,3.82,31.19,95.55,85.85,49.326499999999996,93.75,99.36000000000001,92.36,32.88,90.69999999999999,3.5199999999999942,0,71.66,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
